Mode,Line,Station,Trip purpose: Home-based work,Trip purpose: Home-based school,Trip purpose: Home-based social activity,Trip purpose: Home-based other,Trip purpose: Non-home-based,Count: Trip purpose,Trip frequency: 6-7 days a week,Trip frequency: 5 days a week,Trip frequency: 3-4 days a week,Trip frequency: 1-2 days a week,Trip frequency: 1-3 days a month,Trip frequency: Less than once a month,Count: Trip frequency,Fare: Monthly pass,Fare: Pay-per-ride,Fare: 1-day or 7-day LinkPass,Fare: Other,Count: Fare,Monthly pass type: Reduced-fare pass,Monthly pass type: Local Bus,Monthly pass type: LinkPass or Express Bus,Monthly pass type: Commuter rail or ferry,Count: Monthly pass type,Pay-per-ride type: Full cash fare on board,Pay-per-ride type: Reduced fare,Pay-per-ride type: mTicket (single/multi-ride),Pay-per-ride type: CharlieCard (plastic),Pay-per-ride type: CharlieTicket (paper),Count: Pay-per-ride type,Access to first MBTA service: Walked or bicycled,Access to first MBTA service: Drove alone,Access to first MBTA service: Carpooled,Access to first MBTA service: Dropped off by personal vehicle,Access to first MBTA service: Dropped off by other vehicle,Count: Access to first MBTA service,Previous transit mode: Bus or Silver Line,Previous transit mode: Rail rapid transit,Previous transit mode: Commuter rail or ferry,Count: Previous transit mode,Use alternative modes: Yes,Use alternative modes: No,Count: Use alternative modes,Alternative modes: Walk,Alternative modes: Bicycle,Alternative modes: Drive alone,Alternative modes: Drive or ride in a carpool,Alternative modes: Take a taxi or use a rideshare company,Alternative modes: Take a private shuttle or other transit,Alternative modes: Take a different MBTA service,Alternative modes: Other,Count: Alternative modes,Usable household vehicles: 0,Usable household vehicles: 1,Usable household vehicles: 2,Usable household vehicles: 3 or more,Count: Usable household vehicles,Vehicles per capita: None,Vehicles per capita: 0.01-0.49,Vehicles per capita: 0.50-0.99,Vehicles per capita: 1.00-1.49,Vehicles per capita: 1.50-1.99,Vehicles per capita: 2 or more,Count: Vehicles per capita,Valid driver's license: Yes,Valid driver's license: No,Count: Valid driver's license,"Household income: Less than $14,500","Household income: $14,500 to $28,999","Household income: $29,000 to $43,499","Household income: $43,500 to $57,999","Household income: $58,000 to $75,999","Household income: $76,000 to $108,499","Household income: $108,500 to $151,999","Household income: $152,000 or more",Household income: Prefer not to say,Count: Household income,Low-income classification: Yes,Low-income classification: No,Count: Low-income classification,Race: American Indian or Alaska Native,Race: Asian,Race: Black or African American,Race: Native Hawaiian or other Pacific Islander,Race: White,Race: Other,Race: Prefer not to say,Count: Race,Hispanic or Latino/Latina: Yes,Hispanic or Latino/Latina: No,Hispanic or Latino/Latina: Prefer not to say,Count: Hispanic or Latino/Latina,Minority classification: Yes,Minority classification: No,Count: Minority classification,Age: Under 18,Age: 18 to 21,Age: 22 to 34,Age: 35 to 44,Age: 45 to 64,Age: 65 or over,Count: Age,Gender: Man,Gender: Woman,Gender: Other,Gender: Prefer not to say,Count: Gender,Ability to understand English: Always,Ability to understand English: Often,Ability to understand English: Sometimes,Ability to understand English: Never,Ability to understand English: Prefer not to say,Count: Ability to understand English
Commuter Rail,Needham Line,Bellevue and Highland,618.0,15.0,8.0,39.0,15.0,90.0,8.0,494.0,116.0,39.0,31.0,8.0,90.0,479.0,178.0,0.0,23.0,88.0,0.0,0.0,0.0,479.0,62.0,0.0,31.0,70.0,0.0,78.0,23.0,487.0,170.0,8.0,31.0,0.0,90.0,8.0,0.0,0.0,1.0,394.0,294.0,89.0,15.0,8.0,155.0,85.0,23.0,8.0,239.0,0.0,49.0,39.0,294.0,332.0,31.0,90.0,39.0,93.0,309.0,209.0,0.0,0.0,84.0,657.0,39.0,90.0,0.0,8.0,23.0,8.0,46.0,93.0,77.0,224.0,193.0,87.0,31.0,448.0,62.0,0.0,15.0,8.0,0.0,572.0,39.0,54.0,89.0,31.0,572.0,46.0,84.0,54.0,525.0,75.0,8.0,8.0,239.0,124.0,270.0,31.0,88.0,324.0,324.0,8.0,31.0,89.0,672.0,8.0,8.0,8.0,0.0,90.0
Commuter Rail,Needham Line,Forest Hills,139.0,0.0,0.0,0.0,7.0,22.0,,,,,,,22.0,,,,,19.0,,,,,17.0,,,,,,2.0,,,,,,12.0,66.0,7.0,0.0,11.0,,,20.0,,,,,,,,,13.0,,,,,22.0,,,,,,,22.0,139.0,7.0,22.0,,,,,,,,,,22.0,,,19.0,,,,,,,,22.0,7.0,112.0,0.0,18.0,,,18.0,,,,,,,22.0,,,,,22.0,145.0,0.0,0.0,0.0,0.0,22.0
Commuter Rail,Needham Line,Hersey,554.0,5.0,10.0,15.0,25.0,122.0,10.0,449.0,135.0,15.0,10.0,10.0,126.0,489.0,120.0,0.0,5.0,123.0,0.0,0.0,0.0,489.0,98.0,10.0,5.0,25.0,0.0,80.0,24.0,305.0,270.0,25.0,35.0,0.0,127.0,0.0,0.0,0.0,0.0,300.0,319.0,124.0,0.0,25.0,200.0,45.0,15.0,0.0,75.0,0.0,60.0,0.0,90.0,429.0,105.0,125.0,0.0,85.0,404.0,110.0,10.0,0.0,122.0,624.0,5.0,126.0,0.0,0.0,5.0,0.0,15.0,20.0,30.0,389.0,140.0,120.0,5.0,454.0,92.0,10.0,50.0,5.0,0.0,529.0,5.0,30.0,125.0,5.0,554.0,35.0,119.0,65.0,489.0,111.0,5.0,5.0,20.0,225.0,329.0,40.0,125.0,354.0,250.0,0.0,20.0,125.0,604.0,20.0,0.0,0.0,5.0,126.0
Commuter Rail,Needham Line,Needham Center,235.0,4.0,0.0,4.0,8.0,61.0,8.0,182.0,54.0,0.0,8.0,4.0,62.0,173.0,74.0,0.0,0.0,60.0,0.0,0.0,0.0,173.0,42.0,8.0,4.0,8.0,0.0,54.0,18.0,194.0,50.0,0.0,12.0,0.0,62.0,0.0,0.0,0.0,0.0,124.0,128.0,61.0,0.0,4.0,62.0,29.0,12.0,0.0,45.0,0.0,30.0,8.0,66.0,149.0,29.0,61.0,8.0,78.0,91.0,62.0,4.0,4.0,60.0,244.0,8.0,61.0,0.0,0.0,8.0,4.0,17.0,12.0,21.0,107.0,78.0,60.0,8.0,161.0,41.0,0.0,8.0,4.0,0.0,223.0,4.0,8.0,60.0,8.0,215.0,12.0,57.0,21.0,206.0,55.0,0.0,8.0,37.0,54.0,120.0,33.0,61.0,157.0,87.0,0.0,0.0,59.0,239.0,4.0,0.0,0.0,0.0,59.0
Commuter Rail,Needham Line,Needham Heights,312.0,11.0,0.0,7.0,8.0,91.0,15.0,238.0,71.0,19.0,4.0,4.0,94.0,256.0,78.0,0.0,7.0,92.0,0.0,0.0,0.0,256.0,69.0,11.0,11.0,37.0,0.0,19.0,21.0,197.0,115.0,4.0,30.0,0.0,93.0,0.0,0.0,0.0,0.0,197.0,134.0,89.0,0.0,0.0,93.0,30.0,15.0,7.0,97.0,0.0,54.0,22.0,93.0,186.0,41.0,92.0,22.0,67.0,163.0,71.0,0.0,0.0,87.0,338.0,11.0,94.0,7.0,4.0,19.0,7.0,7.0,22.0,48.0,149.0,74.0,91.0,30.0,234.0,71.0,0.0,30.0,4.0,4.0,267.0,11.0,33.0,91.0,15.0,286.0,33.0,90.0,52.0,238.0,78.0,0.0,15.0,37.0,104.0,160.0,30.0,93.0,186.0,149.0,0.0,15.0,94.0,338.0,0.0,0.0,0.0,7.0,93.0
Commuter Rail,Needham Line,Needham Junction,422.0,4.0,4.0,4.0,4.0,116.0,8.0,328.0,75.0,8.0,8.0,11.0,116.0,324.0,102.0,0.0,4.0,114.0,0.0,0.0,0.0,324.0,86.0,0.0,4.0,26.0,0.0,72.0,27.0,189.0,177.0,8.0,64.0,4.0,117.0,0.0,0.0,0.0,0.0,238.0,185.0,112.0,0.0,8.0,147.0,57.0,4.0,4.0,64.0,0.0,63.0,4.0,57.0,272.0,98.0,114.0,4.0,68.0,200.0,117.0,26.0,0.0,110.0,426.0,4.0,114.0,4.0,0.0,4.0,0.0,8.0,23.0,49.0,238.0,106.0,114.0,8.0,317.0,86.0,0.0,26.0,4.0,0.0,377.0,11.0,19.0,115.0,8.0,377.0,19.0,107.0,38.0,347.0,102.0,0.0,0.0,64.0,64.0,260.0,45.0,115.0,245.0,185.0,0.0,4.0,115.0,430.0,4.0,0.0,0.0,0.0,115.0
Commuter Rail,Needham Line,Roslindale Village,433.0,26.0,5.0,32.0,11.0,96.0,5.0,333.0,85.0,21.0,42.0,26.0,97.0,344.0,122.0,0.0,11.0,90.0,5.0,0.0,0.0,338.0,65.0,11.0,5.0,74.0,0.0,32.0,23.0,402.0,63.0,0.0,32.0,0.0,94.0,21.0,0.0,0.0,4.0,349.0,159.0,96.0,5.0,63.0,100.0,37.0,16.0,0.0,264.0,0.0,67.0,16.0,291.0,185.0,16.0,96.0,16.0,106.0,254.0,127.0,0.0,0.0,95.0,465.0,42.0,96.0,0.0,5.0,11.0,21.0,48.0,69.0,58.0,196.0,95.0,95.0,16.0,391.0,77.0,0.0,16.0,21.0,0.0,428.0,26.0,21.0,94.0,26.0,439.0,16.0,91.0,63.0,386.0,85.0,21.0,5.0,132.0,174.0,159.0,11.0,95.0,196.0,291.0,0.0,16.0,95.0,502.0,0.0,5.0,0.0,0.0,96.0
Commuter Rail,Needham Line,Ruggles,279.0,35.0,0.0,8.0,13.0,76.0,9.0,222.0,93.0,0.0,4.0,13.0,77.0,257.0,49.0,0.0,0.0,69.0,0.0,0.0,0.0,257.0,58.0,4.0,18.0,4.0,0.0,22.0,11.0,182.0,0.0,0.0,0.0,75.0,58.0,62.0,22.0,0.0,19.0,208.0,133.0,77.0,4.0,22.0,75.0,18.0,9.0,4.0,133.0,0.0,47.0,40.0,138.0,155.0,4.0,76.0,40.0,75.0,142.0,71.0,0.0,0.0,74.0,311.0,27.0,76.0,9.0,4.0,22.0,9.0,13.0,35.0,67.0,111.0,67.0,76.0,35.0,235.0,61.0,0.0,22.0,9.0,0.0,284.0,13.0,13.0,76.0,9.0,297.0,13.0,72.0,40.0,257.0,67.0,22.0,9.0,71.0,89.0,124.0,27.0,77.0,169.0,164.0,0.0,4.0,76.0,333.0,4.0,4.0,0.0,0.0,77.0
Commuter Rail,Needham Line,South Station,2002.0,19.0,14.0,53.0,62.0,451.0,52.0,1626.0,300.0,91.0,52.0,48.0,455.0,1607.0,472.0,5.0,33.0,444.0,5.0,0.0,0.0,1601.0,337.0,33.0,24.0,181.0,0.0,234.0,99.0,1583.0,0.0,0.0,0.0,10.0,334.0,172.0,348.0,67.0,123.0,1135.0,949.0,437.0,0.0,67.0,558.0,200.0,67.0,14.0,548.0,0.0,241.0,48.0,553.0,1244.0,300.0,450.0,48.0,358.0,1054.0,548.0,29.0,14.0,430.0,2112.0,52.0,454.0,5.0,10.0,29.0,52.0,76.0,191.0,234.0,992.0,515.0,441.0,43.0,1545.0,333.0,14.0,100.0,33.0,5.0,1783.0,76.0,157.0,447.0,81.0,1816.0,138.0,427.0,229.0,1626.0,389.0,0.0,38.0,400.0,529.0,1068.0,110.0,450.0,1130.0,925.0,0.0,86.0,449.0,2102.0,14.0,10.0,5.0,14.0,450.0
Commuter Rail,Needham Line,West Roxbury,473.0,7.0,0.0,14.0,20.0,78.0,20.0,400.0,46.0,13.0,20.0,13.0,78.0,414.0,72.0,0.0,0.0,74.0,0.0,0.0,0.0,413.0,63.0,0.0,0.0,39.0,0.0,33.0,11.0,341.0,131.0,0.0,39.0,0.0,78.0,0.0,0.0,0.0,0.0,282.0,217.0,76.0,0.0,33.0,105.0,39.0,13.0,0.0,131.0,0.0,43.0,20.0,184.0,236.0,53.0,75.0,20.0,46.0,210.0,171.0,0.0,13.0,70.0,492.0,13.0,77.0,0.0,0.0,7.0,33.0,13.0,92.0,85.0,158.0,98.0,74.0,7.0,381.0,59.0,0.0,20.0,0.0,0.0,427.0,7.0,39.0,75.0,20.0,427.0,26.0,72.0,39.0,400.0,67.0,7.0,13.0,144.0,112.0,210.0,13.0,76.0,210.0,263.0,0.0,20.0,75.0,479.0,7.0,7.0,7.0,0.0,76.0
Commuter Rail,Newburyport/Rockport Line,Beverly,1596.0,27.0,32.0,16.0,32.0,318.0,48.0,1189.0,337.0,91.0,48.0,32.0,326.0,1333.0,289.0,0.0,27.0,308.0,0.0,0.0,0.0,1333.0,249.0,32.0,53.0,129.0,0.0,75.0,54.0,659.0,696.0,64.0,268.0,38.0,322.0,0.0,0.0,21.0,4.0,723.0,948.0,312.0,0.0,27.0,359.0,182.0,32.0,21.0,236.0,0.0,137.0,75.0,578.0,776.0,305.0,324.0,75.0,171.0,707.0,632.0,21.0,11.0,302.0,1639.0,102.0,325.0,5.0,43.0,75.0,75.0,155.0,311.0,289.0,423.0,332.0,319.0,123.0,1253.0,257.0,16.0,37.0,27.0,0.0,1531.0,21.0,112.0,321.0,48.0,1526.0,107.0,314.0,112.0,1456.0,293.0,5.0,43.0,530.0,311.0,734.0,112.0,324.0,739.0,969.0,0.0,27.0,324.0,1724.0,11.0,0.0,0.0,0.0,324.0
Commuter Rail,Newburyport/Rockport Line,Chelsea,,,,,,38.0,,,,,,,39.0,141.0,52.0,5.0,0.0,38.0,0.0,0.0,10.0,130.0,27.0,5.0,16.0,26.0,0.0,5.0,10.0,161.0,16.0,5.0,5.0,0.0,36.0,5.0,0.0,0.0,1.0,,,38.0,,,,,,,,,25.0,,,,,39.0,,,,,,,36.0,182.0,21.0,39.0,,,,,,,,,,38.0,,,31.0,,,,,,,,37.0,21.0,156.0,16.0,37.0,,,33.0,,,,,,,39.0,,,,,39.0,198.0,5.0,0.0,0.0,0.0,39.0
Commuter Rail,Newburyport/Rockport Line,Gloucester and West Gloucester,356.0,6.0,11.0,51.0,6.0,75.0,6.0,258.0,80.0,46.0,17.0,34.0,77.0,270.0,132.0,0.0,11.0,72.0,0.0,0.0,0.0,269.0,47.0,17.0,52.0,46.0,0.0,17.0,23.0,161.0,132.0,23.0,98.0,28.0,77.0,0.0,0.0,0.0,0.0,138.0,264.0,70.0,0.0,0.0,80.0,29.0,0.0,6.0,34.0,0.0,25.0,34.0,161.0,212.0,29.0,76.0,29.0,11.0,161.0,189.0,11.0,0.0,70.0,408.0,34.0,77.0,6.0,23.0,17.0,23.0,34.0,80.0,80.0,52.0,109.0,74.0,46.0,270.0,55.0,6.0,23.0,0.0,0.0,379.0,6.0,23.0,76.0,6.0,379.0,29.0,72.0,29.0,350.0,66.0,0.0,6.0,86.0,29.0,235.0,86.0,77.0,172.0,253.0,0.0,11.0,76.0,431.0,0.0,6.0,0.0,6.0,77.0
Commuter Rail,Newburyport/Rockport Line,Hamilton/Wenham and North Beverly,451.0,24.0,16.0,8.0,8.0,127.0,0.0,327.0,120.0,24.0,16.0,24.0,128.0,359.0,124.0,0.0,8.0,123.0,0.0,0.0,0.0,359.0,90.0,12.0,16.0,48.0,0.0,48.0,31.0,232.0,176.0,8.0,92.0,4.0,128.0,4.0,0.0,0.0,1.0,212.0,287.0,125.0,0.0,8.0,148.0,56.0,4.0,12.0,44.0,0.0,51.0,16.0,124.0,275.0,92.0,127.0,16.0,72.0,236.0,128.0,20.0,16.0,122.0,487.0,20.0,127.0,8.0,4.0,24.0,0.0,24.0,60.0,120.0,176.0,84.0,125.0,36.0,379.0,104.0,0.0,8.0,0.0,0.0,463.0,12.0,24.0,127.0,16.0,459.0,20.0,124.0,24.0,439.0,116.0,4.0,28.0,88.0,100.0,248.0,40.0,127.0,263.0,236.0,0.0,8.0,127.0,507.0,0.0,0.0,0.0,0.0,127.0
Commuter Rail,Newburyport/Rockport Line,Lynn,539.0,21.0,14.0,14.0,42.0,90.0,21.0,448.0,84.0,49.0,7.0,35.0,92.0,441.0,133.0,0.0,28.0,86.0,0.0,0.0,0.0,441.0,63.0,42.0,28.0,42.0,0.0,21.0,19.0,329.0,133.0,0.0,84.0,14.0,80.0,105.0,0.0,0.0,15.0,364.0,273.0,91.0,0.0,21.0,91.0,70.0,42.0,0.0,203.0,14.0,53.0,112.0,273.0,217.0,35.0,91.0,98.0,126.0,217.0,133.0,7.0,7.0,84.0,539.0,105.0,92.0,7.0,21.0,49.0,63.0,70.0,126.0,91.0,77.0,126.0,90.0,77.0,427.0,72.0,21.0,14.0,63.0,0.0,504.0,49.0,21.0,89.0,56.0,532.0,28.0,88.0,133.0,462.0,85.0,0.0,14.0,140.0,168.0,266.0,56.0,92.0,301.0,343.0,0.0,0.0,92.0,616.0,28.0,0.0,0.0,0.0,92.0
Commuter Rail,Newburyport/Rockport Line,Manchester to Montserrat,516.0,8.0,8.0,4.0,21.0,133.0,8.0,411.0,122.0,13.0,21.0,4.0,138.0,403.0,160.0,0.0,4.0,135.0,0.0,0.0,0.0,403.0,96.0,8.0,12.0,55.0,0.0,84.0,38.0,243.0,218.0,13.0,113.0,0.0,140.0,0.0,0.0,0.0,0.0,252.0,306.0,133.0,0.0,21.0,168.0,59.0,0.0,0.0,46.0,0.0,61.0,17.0,155.0,290.0,109.0,136.0,17.0,84.0,248.0,176.0,34.0,4.0,134.0,546.0,25.0,136.0,0.0,4.0,17.0,29.0,25.0,29.0,88.0,206.0,164.0,134.0,21.0,378.0,95.0,4.0,8.0,4.0,4.0,516.0,0.0,55.0,139.0,8.0,500.0,55.0,134.0,29.0,474.0,120.0,4.0,0.0,80.0,122.0,344.0,34.0,139.0,306.0,256.0,0.0,21.0,139.0,571.0,4.0,0.0,0.0,8.0,139.0
Commuter Rail,Newburyport/Rockport Line,Newburyport,473.0,22.0,22.0,29.0,28.0,104.0,6.0,374.0,138.0,11.0,11.0,39.0,105.0,369.0,187.0,0.0,6.0,102.0,0.0,0.0,0.0,369.0,67.0,22.0,50.0,61.0,0.0,55.0,34.0,61.0,385.0,17.0,116.0,12.0,107.0,0.0,0.0,0.0,0.0,325.0,242.0,103.0,0.0,0.0,226.0,66.0,6.0,28.0,39.0,0.0,58.0,11.0,165.0,319.0,83.0,105.0,11.0,28.0,215.0,264.0,11.0,17.0,99.0,567.0,11.0,105.0,6.0,6.0,6.0,17.0,44.0,116.0,138.0,121.0,116.0,103.0,17.0,435.0,82.0,11.0,0.0,11.0,0.0,523.0,6.0,22.0,104.0,17.0,523.0,17.0,101.0,33.0,495.0,96.0,6.0,6.0,83.0,105.0,270.0,105.0,104.0,319.0,248.0,0.0,11.0,105.0,567.0,0.0,11.0,0.0,0.0,105.0
Commuter Rail,Newburyport/Rockport Line,North Station,6195.0,102.0,186.0,156.0,191.0,1541.0,151.0,4910.0,1223.0,284.0,142.0,279.0,1577.0,5344.0,1241.0,4.0,111.0,1512.0,4.0,0.0,9.0,5331.0,1206.0,124.0,200.0,461.0,0.0,456.0,280.0,3261.0,22.0,0.0,9.0,483.0,852.0,102.0,2978.0,177.0,735.0,3031.0,3713.0,1522.0,0.0,89.0,1529.0,674.0,106.0,124.0,1179.0,9.0,692.0,399.0,2601.0,3004.0,922.0,1563.0,372.0,869.0,2725.0,2384.0,182.0,58.0,1487.0,6656.0,301.0,1570.0,62.0,115.0,235.0,372.0,589.0,1188.0,1347.0,1591.0,1338.0,1543.0,412.0,5087.0,1241.0,35.0,191.0,137.0,9.0,6031.0,155.0,461.0,1563.0,199.0,6075.0,452.0,1518.0,541.0,5650.0,1397.0,13.0,115.0,1874.0,1321.0,3084.0,549.0,1570.0,2805.0,3988.0,4.0,173.0,1573.0,6829.0,66.0,13.0,4.0,35.0,1568.0
Commuter Rail,Newburyport/Rockport Line,River Works,71.0,0.0,0.0,0.0,2.0,30.0,,,,,,,30.0,,,,,28.0,,,,,18.0,,,,,,9.0,73.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,56.0,15.0,29.0,0.0,2.0,51.0,7.0,0.0,0.0,7.0,0.0,24.0,,,,,30.0,,,,,,,29.0,73.0,0.0,30.0,,,,,,,,,,30.0,,,22.0,0.0,0.0,0.0,0.0,66.0,0.0,7.0,30.0,0.0,61.0,7.0,28.0,0.0,61.0,25.0,,,,,,,30.0,,,,,30.0,73.0,0.0,0.0,0.0,0.0,30.0
Commuter Rail,Newburyport/Rockport Line,Rockport ,160.0,0.0,19.0,8.0,8.0,52.0,7.0,130.0,19.0,7.0,4.0,26.0,52.0,108.0,71.0,0.0,11.0,51.0,0.0,0.0,0.0,108.0,29.0,19.0,7.0,26.0,0.0,19.0,19.0,56.0,93.0,4.0,37.0,0.0,51.0,0.0,0.0,0.0,0.0,100.0,89.0,51.0,0.0,4.0,52.0,41.0,4.0,7.0,7.0,0.0,27.0,4.0,48.0,100.0,41.0,52.0,4.0,4.0,67.0,100.0,7.0,4.0,50.0,178.0,15.0,52.0,0.0,4.0,19.0,7.0,22.0,22.0,59.0,26.0,30.0,51.0,22.0,137.0,43.0,0.0,7.0,4.0,0.0,163.0,7.0,11.0,52.0,7.0,148.0,19.0,47.0,19.0,137.0,42.0,4.0,0.0,41.0,19.0,104.0,26.0,52.0,82.0,108.0,0.0,4.0,52.0,193.0,0.0,0.0,0.0,0.0,52.0
Commuter Rail,Newburyport/Rockport Line,Rowley and Ipswich,426.0,4.0,15.0,15.0,15.0,130.0,4.0,339.0,106.0,18.0,11.0,18.0,136.0,375.0,87.0,0.0,7.0,129.0,4.0,0.0,0.0,372.0,103.0,11.0,18.0,40.0,0.0,19.0,24.0,164.0,266.0,11.0,55.0,0.0,136.0,0.0,0.0,0.0,0.0,215.0,266.0,132.0,0.0,0.0,128.0,33.0,4.0,4.0,69.0,4.0,59.0,44.0,146.0,208.0,98.0,136.0,44.0,51.0,149.0,211.0,26.0,0.0,132.0,470.0,26.0,136.0,11.0,11.0,22.0,33.0,55.0,87.0,80.0,128.0,69.0,136.0,44.0,383.0,117.0,0.0,11.0,11.0,0.0,419.0,11.0,40.0,135.0,11.0,416.0,51.0,131.0,33.0,386.0,115.0,0.0,15.0,106.0,73.0,266.0,36.0,136.0,211.0,270.0,0.0,15.0,136.0,492.0,4.0,0.0,0.0,0.0,136.0
Commuter Rail,Newburyport/Rockport Line,Salem,2088.0,34.0,57.0,69.0,75.0,405.0,80.0,1716.0,327.0,86.0,29.0,132.0,413.0,1819.0,419.0,0.0,40.0,397.0,0.0,0.0,0.0,1819.0,317.0,86.0,58.0,166.0,0.0,109.0,73.0,1337.0,620.0,63.0,252.0,46.0,404.0,86.0,0.0,0.0,15.0,964.0,1308.0,396.0,0.0,34.0,470.0,212.0,57.0,63.0,413.0,6.0,173.0,281.0,1147.0,746.0,184.0,411.0,264.0,316.0,872.0,757.0,46.0,6.0,394.0,2152.0,207.0,411.0,46.0,75.0,98.0,184.0,252.0,528.0,430.0,350.0,373.0,407.0,218.0,1744.0,342.0,17.0,98.0,75.0,6.0,2014.0,92.0,98.0,409.0,115.0,2100.0,92.0,402.0,270.0,1893.0,377.0,11.0,57.0,929.0,482.0,757.0,126.0,412.0,895.0,1411.0,0.0,52.0,411.0,2306.0,40.0,0.0,0.0,6.0,410.0
Commuter Rail,Newburyport/Rockport Line,Swampscott,750.0,7.0,18.0,12.0,19.0,218.0,7.0,631.0,144.0,37.0,4.0,11.0,226.0,657.0,133.0,0.0,11.0,217.0,0.0,0.0,0.0,657.0,178.0,11.0,11.0,48.0,0.0,62.0,36.0,385.0,288.0,26.0,122.0,0.0,222.0,18.0,0.0,0.0,5.0,399.0,414.0,220.0,0.0,7.0,174.0,81.0,0.0,11.0,222.0,0.0,108.0,18.0,358.0,380.0,70.0,224.0,18.0,192.0,373.0,185.0,15.0,0.0,212.0,794.0,37.0,225.0,0.0,4.0,11.0,30.0,59.0,118.0,199.0,233.0,155.0,219.0,15.0,639.0,177.0,4.0,18.0,7.0,4.0,724.0,7.0,74.0,225.0,11.0,720.0,59.0,214.0,41.0,680.0,195.0,7.0,7.0,177.0,174.0,417.0,44.0,224.0,281.0,506.0,7.0,37.0,225.0,801.0,4.0,0.0,4.0,11.0,222.0
Commuter Rail,Providence/Stoughton Line,Attleboro,1396.0,72.0,36.0,36.0,72.0,90.0,72.0,1163.0,233.0,89.0,54.0,36.0,92.0,1252.0,304.0,0.0,18.0,88.0,0.0,0.0,0.0,1252.0,70.0,54.0,0.0,107.0,0.0,143.0,17.0,197.0,1056.0,54.0,322.0,18.0,92.0,0.0,0.0,0.0,0.0,662.0,966.0,91.0,0.0,0.0,394.0,72.0,18.0,18.0,233.0,0.0,36.0,107.0,322.0,912.0,304.0,92.0,89.0,107.0,662.0,680.0,72.0,18.0,91.0,1539.0,107.0,92.0,18.0,0.0,36.0,107.0,179.0,268.0,322.0,340.0,358.0,91.0,54.0,1217.0,71.0,18.0,18.0,89.0,0.0,1360.0,54.0,143.0,92.0,125.0,1342.0,143.0,90.0,233.0,1199.0,80.0,0.0,72.0,537.0,322.0,716.0,0.0,92.0,537.0,1056.0,0.0,54.0,92.0,1628.0,18.0,0.0,0.0,0.0,92.0
Commuter Rail,Providence/Stoughton Line,Back Bay,4194.0,91.0,65.0,78.0,194.0,357.0,52.0,3405.0,764.0,233.0,155.0,78.0,362.0,3560.0,803.0,0.0,117.0,346.0,0.0,0.0,0.0,3561.0,275.0,78.0,91.0,259.0,0.0,375.0,62.0,2343.0,13.0,0.0,13.0,13.0,184.0,311.0,2020.0,26.0,182.0,1877.0,2654.0,350.0,0.0,65.0,854.0,350.0,52.0,104.0,803.0,0.0,147.0,181.0,1243.0,2304.0,932.0,360.0,155.0,285.0,2007.0,1735.0,194.0,78.0,344.0,4415.0,272.0,362.0,13.0,78.0,117.0,246.0,337.0,777.0,958.0,1010.0,1075.0,356.0,207.0,3327.0,273.0,39.0,233.0,324.0,0.0,3586.0,117.0,440.0,361.0,155.0,3949.0,414.0,349.0,725.0,3366.0,316.0,13.0,117.0,1075.0,699.0,2473.0,311.0,362.0,1709.0,2835.0,0.0,117.0,360.0,4622.0,65.0,0.0,0.0,26.0,364.0
Commuter Rail,Providence/Stoughton Line,Canton Center,534.0,0.0,6.0,0.0,6.0,96.0,0.0,409.0,108.0,28.0,0.0,0.0,96.0,437.0,85.0,0.0,11.0,94.0,0.0,0.0,0.0,437.0,77.0,0.0,6.0,17.0,0.0,62.0,15.0,289.0,182.0,17.0,57.0,0.0,96.0,0.0,0.0,0.0,0.0,153.0,363.0,91.0,0.0,6.0,85.0,17.0,11.0,6.0,62.0,0.0,28.0,17.0,159.0,278.0,79.0,94.0,11.0,51.0,199.0,216.0,6.0,11.0,87.0,528.0,11.0,95.0,6.0,0.0,6.0,34.0,57.0,97.0,108.0,114.0,102.0,92.0,11.0,409.0,74.0,0.0,40.0,17.0,0.0,426.0,6.0,51.0,94.0,0.0,471.0,40.0,90.0,57.0,414.0,83.0,0.0,0.0,131.0,108.0,273.0,28.0,95.0,142.0,358.0,0.0,28.0,93.0,534.0,0.0,0.0,0.0,6.0,95.0
Commuter Rail,Providence/Stoughton Line,Canton Junction,1163.0,15.0,45.0,15.0,45.0,85.0,30.0,952.0,166.0,106.0,0.0,60.0,87.0,1057.0,211.0,0.0,0.0,84.0,0.0,0.0,0.0,1058.0,70.0,15.0,30.0,91.0,0.0,75.0,14.0,347.0,785.0,60.0,121.0,0.0,87.0,0.0,0.0,0.0,0.0,483.0,800.0,85.0,0.0,30.0,287.0,91.0,15.0,0.0,196.0,0.0,34.0,60.0,362.0,665.0,227.0,87.0,60.0,121.0,604.0,498.0,30.0,0.0,87.0,1284.0,15.0,86.0,0.0,15.0,15.0,76.0,121.0,166.0,257.0,347.0,302.0,86.0,30.0,967.0,66.0,0.0,106.0,0.0,15.0,1042.0,30.0,121.0,86.0,0.0,1163.0,91.0,83.0,121.0,997.0,74.0,0.0,0.0,211.0,378.0,680.0,45.0,87.0,559.0,725.0,0.0,30.0,87.0,1284.0,15.0,0.0,0.0,15.0,87.0
