Mode,Line,Station,Trip purpose: Home-based work,Trip purpose: Home-based school,Trip purpose: Home-based social activity,Trip purpose: Home-based other,Trip purpose: Non-home-based,Count: Trip purpose,Trip frequency: 6-7 days a week,Trip frequency: 5 days a week,Trip frequency: 3-4 days a week,Trip frequency: 1-2 days a week,Trip frequency: 1-3 days a month,Trip frequency: Less than once a month,Count: Trip frequency,Fare: Monthly pass,Fare: Pay-per-ride,Fare: 1-day or 7-day LinkPass,Fare: Other,Count: Fare,Monthly pass type: Reduced-fare pass,Monthly pass type: Local Bus,Monthly pass type: LinkPass or Express Bus,Monthly pass type: Commuter rail or ferry,Count: Monthly pass type,Pay-per-ride type: Full cash fare on board,Pay-per-ride type: Reduced fare,Pay-per-ride type: mTicket (single/multi-ride),Pay-per-ride type: CharlieCard (plastic),Pay-per-ride type: CharlieTicket (paper),Count: Pay-per-ride type,Access to first MBTA service: Walked or bicycled,Access to first MBTA service: Drove alone,Access to first MBTA service: Carpooled,Access to first MBTA service: Dropped off by personal vehicle,Access to first MBTA service: Dropped off by other vehicle,Count: Access to first MBTA service,Previous transit mode: Bus or Silver Line,Previous transit mode: Rail rapid transit,Previous transit mode: Commuter rail or ferry,Count: Previous transit mode,Use alternative modes: Yes,Use alternative modes: No,Count: Use alternative modes,Alternative modes: Walk,Alternative modes: Bicycle,Alternative modes: Drive alone,Alternative modes: Drive or ride in a carpool,Alternative modes: Take a taxi or use a rideshare company,Alternative modes: Take a private shuttle or other transit,Alternative modes: Take a different MBTA service,Alternative modes: Other,Count: Alternative modes,Usable household vehicles: 0,Usable household vehicles: 1,Usable household vehicles: 2,Usable household vehicles: 3 or more,Count: Usable household vehicles,Vehicles per capita: None,Vehicles per capita: 0.01-0.49,Vehicles per capita: 0.50-0.99,Vehicles per capita: 1.00-1.49,Vehicles per capita: 1.50-1.99,Vehicles per capita: 2 or more,Count: Vehicles per capita,Valid driver's license: Yes,Valid driver's license: No,Count: Valid driver's license,"Household income: Less than $14,500","Household income: $14,500 to $28,999","Household income: $29,000 to $43,499","Household income: $43,500 to $57,999","Household income: $58,000 to $75,999","Household income: $76,000 to $108,499","Household income: $108,500 to $151,999","Household income: $152,000 or more",Household income: Prefer not to say,Count: Household income,Low-income classification: Yes,Low-income classification: No,Count: Low-income classification,Race: American Indian or Alaska Native,Race: Asian,Race: Black or African American,Race: Native Hawaiian or other Pacific Islander,Race: White,Race: Other,Race: Prefer not to say,Count: Race,Hispanic or Latino/Latina: Yes,Hispanic or Latino/Latina: No,Hispanic or Latino/Latina: Prefer not to say,Count: Hispanic or Latino/Latina,Minority classification: Yes,Minority classification: No,Count: Minority classification,Age: Under 18,Age: 18 to 21,Age: 22 to 34,Age: 35 to 44,Age: 45 to 64,Age: 65 or over,Count: Age,Gender: Man,Gender: Woman,Gender: Other,Gender: Prefer not to say,Count: Gender,Ability to understand English: Always,Ability to understand English: Often,Ability to understand English: Sometimes,Ability to understand English: Never,Ability to understand English: Prefer not to say,Count: Ability to understand English
Rail Rapid Transit,Orange Line,Assembly,2225.0,101.0,239.0,285.0,228.0,161.0,208.0,1641.0,477.0,300.0,199.0,325.0,165.0,1957.0,958.0,132.0,26.0,162.0,178.0,0.0,1570.0,184.0,103.0,0.0,52.0,0.0,801.0,106.0,51.0,2366.0,499.0,45.0,86.0,0.0,159.0,0.0,0.0,0.0,0.0,1461.0,1556.0,159.0,217.0,122.0,664.0,350.0,298.0,0.0,401.0,0.0,74.0,779.0,1322.0,791.0,243.0,164.0,713.0,365.0,1103.0,689.0,41.0,41.0,156.0,2554.0,581.0,164.0,163.0,152.0,294.0,340.0,142.0,294.0,690.0,556.0,376.0,159.0,609.0,2022.0,141.0,0.0,178.0,346.0,0.0,2320.0,259.0,96.0,161.0,300.0,2636.0,107.0,160.0,808.0,2031.0,150.0,26.0,137.0,1549.0,512.0,772.0,128.0,164.0,1110.0,1896.0,51.0,41.0,163.0,2946.0,71.0,26.0,0.0,51.0,162.0
Rail Rapid Transit,Orange Line,Back Bay,12548.0,241.0,497.0,913.0,909.0,1033.0,990.0,10258.0,1947.0,786.0,692.0,901.0,1066.0,12158.0,2162.0,323.0,146.0,1016.0,675.0,0.0,6256.0,5226.0,834.0,0.0,300.0,0.0,1671.0,191.0,151.0,8423.0,17.0,17.0,46.0,85.0,623.0,1173.0,467.0,5358.0,441.0,7416.0,7813.0,1042.0,851.0,523.0,2268.0,1090.0,867.0,178.0,3517.0,69.0,509.0,2487.0,6243.0,5099.0,1482.0,1048.0,2362.0,2087.0,5551.0,4439.0,222.0,80.0,1009.0,13672.0,1803.0,1059.0,404.0,549.0,846.0,967.0,1564.0,2462.0,2810.0,2834.0,2733.0,1040.0,1800.0,10636.0,857.0,164.0,1077.0,1333.0,0.0,11485.0,666.0,1008.0,1051.0,1221.0,12517.0,916.0,1004.0,3572.0,10083.0,937.0,111.0,302.0,6081.0,2609.0,5382.0,998.0,1060.0,5929.0,9186.0,46.0,313.0,1059.0,15063.0,241.0,43.0,39.0,69.0,1058.0
Rail Rapid Transit,Orange Line,Chinatown,3879.0,266.0,333.0,307.0,441.0,249.0,532.0,3130.0,876.0,246.0,325.0,514.0,266.0,3894.0,1164.0,235.0,88.0,251.0,537.0,0.0,2927.0,429.0,181.0,0.0,59.0,0.0,1003.0,102.0,56.0,4911.0,0.0,0.0,45.0,119.0,247.0,436.0,0.0,0.0,11.0,3276.0,2266.0,258.0,939.0,336.0,593.0,365.0,574.0,181.0,1741.0,59.0,146.0,1442.0,2605.0,1232.0,285.0,264.0,1264.0,760.0,1791.0,1339.0,0.0,59.0,248.0,5058.0,596.0,266.0,342.0,308.0,243.0,938.0,548.0,825.0,845.0,950.0,641.0,265.0,893.0,4106.0,235.0,28.0,540.0,610.0,0.0,3869.0,390.0,232.0,261.0,477.0,4742.0,246.0,257.0,1613.0,3550.0,240.0,42.0,220.0,2218.0,941.0,1774.0,458.0,266.0,2470.0,2978.0,14.0,88.0,263.0,5406.0,175.0,28.0,0.0,45.0,266.0
Rail Rapid Transit,Orange Line,Community College,2784.0,1441.0,113.0,312.0,514.0,243.0,600.0,2402.0,1201.0,576.0,241.0,396.0,258.0,3524.0,1476.0,422.0,34.0,256.0,569.0,0.0,2607.0,347.0,168.0,0.0,126.0,0.0,1293.0,58.0,66.0,5029.0,29.0,17.0,104.0,97.0,246.0,34.0,0.0,0.0,2.0,3377.0,2030.0,256.0,919.0,603.0,666.0,641.0,818.0,166.0,1484.0,0.0,153.0,1413.0,2516.0,1189.0,352.0,259.0,1380.0,1252.0,1857.0,806.0,0.0,17.0,251.0,3990.0,1456.0,259.0,583.0,424.0,439.0,277.0,384.0,622.0,557.0,931.0,1285.0,261.0,1447.0,2772.0,197.0,63.0,733.0,656.0,51.0,3503.0,378.0,241.0,256.0,743.0,4419.0,159.0,253.0,2085.0,3059.0,244.0,58.0,974.0,2429.0,842.0,888.0,297.0,260.0,2183.0,3179.0,0.0,92.0,258.0,5130.0,260.0,96.0,17.0,0.0,261.0
Rail Rapid Transit,Orange Line,Downtown Crossing,25468.0,2386.0,1751.0,2819.0,2800.0,2150.0,3286.0,21197.0,5222.0,2559.0,1847.0,2620.0,2239.0,26489.0,7486.0,2108.0,166.0,2197.0,2826.0,0.0,20215.0,3439.0,1628.0,0.0,886.0,0.0,6217.0,382.0,433.0,7781.0,40.0,0.0,19.0,87.0,634.0,1125.0,27966.0,454.0,1635.0,18416.0,17910.0,2212.0,2164.0,1622.0,4617.0,3387.0,3105.0,539.0,8504.0,219.0,1079.0,9290.0,15213.0,9350.0,2536.0,2216.0,8766.0,6757.0,11188.0,7247.0,280.0,269.0,2097.0,28920.0,7831.0,2239.0,2339.0,2351.0,3427.0,3510.0,3828.0,5184.0,4205.0,4464.0,6655.0,2191.0,8117.0,21190.0,1793.0,366.0,3520.0,4608.0,277.0,23519.0,2523.0,2458.0,2188.0,3454.0,29483.0,2204.0,2141.0,11343.0,21057.0,1978.0,595.0,3114.0,14543.0,5887.0,10425.0,1977.0,2228.0,14446.0,21026.0,133.0,900.0,2227.0,35151.0,901.0,344.0,37.0,217.0,2231.0
Rail Rapid Transit,Orange Line,Forest Hills,8838.0,1546.0,517.0,1132.0,598.0,1088.0,1543.0,7591.0,1941.0,1026.0,678.0,658.0,1160.0,9835.0,2292.0,917.0,185.0,1142.0,1567.0,0.0,7668.0,601.0,857.0,0.0,396.0,0.0,1818.0,78.0,190.0,2017.0,221.0,78.0,324.0,123.0,236.0,10860.0,0.0,25.0,945.0,7235.0,5884.0,1132.0,736.0,713.0,1350.0,1636.0,1312.0,201.0,3342.0,80.0,584.0,3653.0,5937.0,2859.0,754.0,1143.0,3442.0,3123.0,3904.0,1949.0,80.0,48.0,1077.0,9292.0,3974.0,1149.0,966.0,1008.0,1486.0,1465.0,1531.0,1638.0,1387.0,1277.0,2193.0,1119.0,3460.0,7298.0,926.0,166.0,950.0,3118.0,70.0,7308.0,1335.0,787.0,1127.0,1674.0,10496.0,623.0,1105.0,5496.0,6518.0,1032.0,926.0,774.0,4776.0,2255.0,3710.0,906.0,1153.0,4927.0,8210.0,15.0,191.0,1150.0,12661.0,371.0,168.0,23.0,95.0,1149.0
Rail Rapid Transit,Orange Line,Green Street,2287.0,168.0,284.0,342.0,265.0,263.0,276.0,1570.0,536.0,274.0,317.0,382.0,264.0,2523.0,785.0,86.0,60.0,271.0,138.0,0.0,2277.0,108.0,207.0,0.0,38.0,0.0,687.0,60.0,54.0,3244.0,176.0,24.0,40.0,0.0,272.0,0.0,0.0,0.0,0.0,1859.0,1495.0,264.0,295.0,598.0,514.0,284.0,346.0,38.0,674.0,0.0,130.0,871.0,1748.0,649.0,124.0,266.0,803.0,562.0,1109.0,782.0,0.0,0.0,260.0,2886.0,514.0,267.0,249.0,162.0,279.0,294.0,292.0,544.0,411.0,684.0,333.0,259.0,690.0,2226.0,234.0,16.0,73.0,300.0,0.0,2824.0,149.0,111.0,265.0,295.0,2759.0,146.0,253.0,644.0,2416.0,241.0,16.0,108.0,1575.0,546.0,912.0,244.0,267.0,1141.0,2173.0,0.0,70.0,265.0,3344.0,49.0,0.0,0.0,8.0,267.0
Rail Rapid Transit,Orange Line,Haymarket,4183.0,576.0,305.0,692.0,517.0,420.0,699.0,3352.0,936.0,530.0,456.0,656.0,447.0,4149.0,1659.0,623.0,68.0,437.0,701.0,0.0,2990.0,456.0,283.0,0.0,258.0,0.0,1310.0,91.0,112.0,2954.0,13.0,0.0,18.0,0.0,210.0,3366.0,416.0,26.0,245.0,3425.0,3097.0,439.0,567.0,143.0,812.0,637.0,551.0,76.0,1799.0,0.0,221.0,1979.0,2534.0,1490.0,500.0,440.0,1830.0,1251.0,1820.0,1253.0,31.0,13.0,419.0,4874.0,1677.0,441.0,522.0,675.0,642.0,739.0,606.0,792.0,648.0,602.0,1208.0,432.0,1839.0,3387.0,352.0,101.0,508.0,1131.0,26.0,3767.0,668.0,437.0,429.0,1112.0,4809.0,353.0,423.0,2752.0,3154.0,399.0,222.0,467.0,2230.0,1142.0,1987.0,454.0,438.0,2599.0,3843.0,0.0,123.0,443.0,6179.0,187.0,168.0,0.0,37.0,442.0
Rail Rapid Transit,Orange Line,Jackson Square,3521.0,370.0,169.0,357.0,464.0,222.0,587.0,3476.0,618.0,246.0,140.0,419.0,245.0,4192.0,912.0,525.0,15.0,249.0,777.0,0.0,3070.0,345.0,183.0,0.0,155.0,0.0,726.0,30.0,41.0,3339.0,45.0,15.0,15.0,157.0,157.0,1802.0,0.0,0.0,87.0,2990.0,2375.0,237.0,544.0,436.0,481.0,557.0,529.0,125.0,1255.0,63.0,118.0,2193.0,2526.0,538.0,169.0,241.0,2024.0,866.0,1596.0,603.0,0.0,15.0,224.0,4023.0,1480.0,244.0,462.0,635.0,1067.0,714.0,512.0,538.0,353.0,622.0,461.0,239.0,2164.0,2738.0,215.0,154.0,152.0,1789.0,76.0,2729.0,542.0,324.0,239.0,1192.0,3864.0,154.0,231.0,2852.0,2200.0,227.0,169.0,279.0,2505.0,929.0,1296.0,326.0,244.0,1853.0,3602.0,0.0,15.0,244.0,5210.0,93.0,61.0,0.0,78.0,242.0
Rail Rapid Transit,Orange Line,Malden Center,8346.0,757.0,521.0,817.0,551.0,703.0,993.0,6923.0,1662.0,819.0,359.0,731.0,737.0,9329.0,1969.0,685.0,102.0,766.0,1284.0,0.0,7452.0,593.0,606.0,0.0,265.0,0.0,1641.0,62.0,113.0,4212.0,539.0,63.0,416.0,192.0,339.0,6498.0,0.0,210.0,435.0,5510.0,6241.0,740.0,657.0,321.0,1321.0,1292.0,914.0,136.0,2480.0,83.0,329.0,3126.0,5667.0,2223.0,810.0,747.0,2981.0,2231.0,3804.0,2205.0,113.0,42.0,721.0,8879.0,3008.0,751.0,748.0,968.0,1537.0,1148.0,1222.0,1914.0,1372.0,725.0,2208.0,747.0,3254.0,6382.0,615.0,136.0,1642.0,1254.0,11.0,7581.0,807.0,902.0,749.0,1213.0,9566.0,740.0,729.0,4061.0,6502.0,666.0,143.0,616.0,4695.0,2201.0,3592.0,659.0,751.0,4508.0,7034.0,70.0,328.0,756.0,11306.0,386.0,194.0,30.0,53.0,755.0
Rail Rapid Transit,Orange Line,Massachusetts Avenue,4212.0,382.0,283.0,593.0,463.0,397.0,582.0,3049.0,950.0,573.0,382.0,525.0,405.0,4419.0,1276.0,188.0,36.0,394.0,560.0,0.0,3388.0,471.0,293.0,0.0,139.0,0.0,1078.0,59.0,83.0,4592.0,20.0,0.0,39.0,84.0,311.0,1324.0,32.0,0.0,96.0,3514.0,2474.0,401.0,690.0,514.0,643.0,491.0,684.0,112.0,1619.0,20.0,232.0,2136.0,2571.0,1061.0,272.0,404.0,2052.0,699.0,1647.0,1335.0,56.0,44.0,390.0,5089.0,982.0,406.0,603.0,516.0,423.0,573.0,633.0,940.0,726.0,897.0,678.0,401.0,1542.0,3768.0,353.0,88.0,485.0,748.0,0.0,4301.0,390.0,266.0,403.0,449.0,5193.0,227.0,393.0,1623.0,3935.0,371.0,32.0,384.0,2844.0,954.0,1515.0,362.0,407.0,2389.0,3588.0,0.0,76.0,405.0,5913.0,88.0,51.0,0.0,32.0,407.0
Rail Rapid Transit,Orange Line,North Station,11500.0,763.0,517.0,1036.0,834.0,1417.0,1053.0,9358.0,2322.0,976.0,659.0,815.0,1466.0,11697.0,1969.0,451.0,188.0,1361.0,875.0,0.0,5717.0,5104.0,1137.0,0.0,416.0,0.0,1439.0,113.0,171.0,4169.0,45.0,18.0,18.0,616.0,568.0,53.0,4705.0,5823.0,911.0,7611.0,7249.0,1429.0,882.0,325.0,2374.0,1435.0,1116.0,246.0,3424.0,125.0,709.0,2880.0,5948.0,4595.0,1601.0,1453.0,2668.0,2091.0,5411.0,3820.0,225.0,79.0,1384.0,13154.0,2049.0,1467.0,713.0,722.0,1155.0,1194.0,1611.0,2357.0,2138.0,2307.0,2694.0,1441.0,2590.0,9607.0,1181.0,108.0,1239.0,1294.0,39.0,11045.0,843.0,815.0,1443.0,1179.0,12655.0,757.0,1411.0,3639.0,9846.0,1299.0,68.0,589.0,5562.0,2499.0,5223.0,1151.0,1457.0,5531.0,9214.0,95.0,271.0,1461.0,14561.0,353.0,130.0,31.0,49.0,1462.0
Rail Rapid Transit,Orange Line,Oak Grove,5388.0,280.0,339.0,355.0,296.0,622.0,305.0,4452.0,1273.0,383.0,209.0,347.0,648.0,5314.0,1452.0,146.0,44.0,651.0,422.0,0.0,4715.0,170.0,502.0,0.0,146.0,0.0,1233.0,74.0,130.0,1453.0,618.0,111.0,752.0,67.0,291.0,3958.0,0.0,0.0,363.0,3325.0,3548.0,639.0,369.0,350.0,976.0,637.0,494.0,37.0,1304.0,14.0,293.0,807.0,3001.0,2482.0,570.0,637.0,719.0,1117.0,2949.0,1579.0,69.0,121.0,602.0,6044.0,884.0,647.0,222.0,246.0,412.0,404.0,633.0,1128.0,1091.0,1203.0,1451.0,634.0,880.0,4459.0,497.0,34.0,485.0,251.0,21.0,5549.0,224.0,497.0,642.0,321.0,5911.0,560.0,632.0,1047.0,5119.0,572.0,60.0,199.0,2327.0,1481.0,2578.0,292.0,646.0,2596.0,4106.0,0.0,250.0,648.0,6625.0,246.0,44.0,0.0,44.0,649.0
Rail Rapid Transit,Orange Line,Roxbury Crossing,3031.0,535.0,114.0,388.0,354.0,228.0,375.0,2910.0,515.0,258.0,137.0,274.0,230.0,3546.0,726.0,234.0,40.0,235.0,505.0,0.0,2880.0,161.0,184.0,0.0,104.0,0.0,606.0,17.0,37.0,3422.0,33.0,0.0,50.0,23.0,183.0,1040.0,0.0,0.0,53.0,2824.0,1639.0,230.0,776.0,562.0,525.0,485.0,414.0,33.0,1335.0,23.0,141.0,1522.0,2051.0,723.0,201.0,232.0,1385.0,1171.0,1124.0,572.0,0.0,0.0,219.0,3305.0,1164.0,230.0,435.0,421.0,435.0,211.0,652.0,626.0,341.0,338.0,923.0,226.0,1291.0,2168.0,178.0,64.0,254.0,1060.0,33.0,2576.0,462.0,258.0,231.0,629.0,3583.0,194.0,227.0,1877.0,2218.0,212.0,345.0,425.0,1937.0,709.0,903.0,161.0,231.0,1719.0,2613.0,17.0,90.0,229.0,4275.0,147.0,57.0,40.0,23.0,234.0
Rail Rapid Transit,Orange Line,Ruggles,6169.0,1471.0,235.0,602.0,932.0,631.0,986.0,5596.0,1559.0,736.0,557.0,501.0,664.0,7304.0,1912.0,540.0,130.0,660.0,1012.0,0.0,4825.0,1467.0,499.0,0.0,222.0,0.0,1615.0,75.0,117.0,4679.0,55.0,18.0,55.0,1032.0,405.0,3842.0,0.0,339.0,263.0,5562.0,4157.0,650.0,992.0,410.0,1080.0,956.0,862.0,372.0,2881.0,0.0,364.0,2933.0,4070.0,2276.0,583.0,660.0,2728.0,1993.0,2748.0,1692.0,68.0,37.0,621.0,7487.0,2362.0,659.0,971.0,837.0,863.0,914.0,876.0,1432.0,926.0,814.0,2067.0,649.0,2671.0,4962.0,512.0,180.0,1049.0,2287.0,75.0,5271.0,628.0,677.0,647.0,1130.0,7838.0,547.0,637.0,4243.0,4687.0,597.0,452.0,1319.0,3259.0,1355.0,3024.0,484.0,662.0,3401.0,6373.0,13.0,81.0,660.0,9477.0,261.0,81.0,13.0,0.0,658.0
Rail Rapid Transit,Orange Line,State Street,11987.0,684.0,633.0,1287.0,1303.0,1427.0,1303.0,10066.0,2063.0,1209.0,703.0,1228.0,1483.0,12284.0,3278.0,852.0,72.0,1471.0,1390.0,0.0,8818.0,2051.0,1123.0,0.0,312.0,0.0,2757.0,210.0,267.0,8118.0,6.0,52.0,6.0,18.0,888.0,454.0,8019.0,219.0,609.0,8287.0,8156.0,1464.0,1168.0,817.0,1939.0,1404.0,1265.0,284.0,3687.0,140.0,697.0,4009.0,6784.0,4332.0,1242.0,1462.0,3703.0,2741.0,5111.0,3594.0,237.0,129.0,1388.0,13576.0,3022.0,1478.0,876.0,1060.0,1574.0,1313.0,1680.0,2511.0,2393.0,2101.0,2876.0,1457.0,3510.0,9999.0,1199.0,152.0,1054.0,1851.0,71.0,11242.0,1518.0,1046.0,1449.0,2279.0,12896.0,863.0,1428.0,5191.0,9789.0,1332.0,211.0,946.0,5957.0,2524.0,5870.0,1076.0,1480.0,6633.0,9713.0,68.0,208.0,1483.0,15926.0,326.0,230.0,67.0,72.0,1482.0
Rail Rapid Transit,Orange Line,Stony Brook,2453.0,92.0,391.0,316.0,211.0,277.0,326.0,1930.0,589.0,301.0,167.0,361.0,289.0,2851.0,793.0,46.0,8.0,292.0,203.0,0.0,2557.0,90.0,232.0,0.0,111.0,0.0,665.0,15.0,53.0,3290.0,173.0,76.0,31.0,8.0,288.0,37.0,0.0,0.0,1.0,1952.0,1654.0,284.0,401.0,574.0,478.0,265.0,236.0,15.0,869.0,8.0,144.0,1022.0,2074.0,463.0,61.0,286.0,970.0,553.0,1463.0,568.0,0.0,0.0,281.0,3267.0,362.0,287.0,278.0,107.0,333.0,393.0,456.0,642.0,530.0,760.0,160.0,287.0,717.0,2781.0,270.0,31.0,122.0,205.0,8.0,2970.0,121.0,240.0,284.0,175.0,3221.0,203.0,283.0,517.0,2780.0,267.0,90.0,8.0,1985.0,419.0,886.0,270.0,287.0,1634.0,1957.0,15.0,53.0,287.0,3598.0,53.0,0.0,8.0,0.0,287.0
Rail Rapid Transit,Orange Line,Sullivan Square,6591.0,526.0,459.0,716.0,471.0,613.0,698.0,5652.0,1185.0,641.0,353.0,704.0,645.0,6883.0,1616.0,704.0,86.0,650.0,611.0,0.0,5424.0,847.0,486.0,0.0,151.0,0.0,1359.0,107.0,113.0,2493.0,97.0,43.0,86.0,476.0,201.0,6180.0,0.0,0.0,459.0,5435.0,3745.0,642.0,601.0,418.0,990.0,769.0,869.0,118.0,3063.0,54.0,374.0,2953.0,4154.0,1742.0,332.0,642.0,2813.0,1698.0,2688.0,1617.0,43.0,21.0,621.0,7414.0,1840.0,646.0,524.0,866.0,1027.0,1238.0,1083.0,1305.0,1081.0,816.0,1210.0,641.0,2417.0,5522.0,555.0,75.0,792.0,1141.0,0.0,6476.0,451.0,524.0,637.0,812.0,7544.0,567.0,624.0,2703.0,5641.0,581.0,54.0,322.0,4577.0,1496.0,2387.0,440.0,647.0,3898.0,5089.0,43.0,267.0,649.0,8889.0,236.0,107.0,33.0,54.0,651.0
Rail Rapid Transit,Orange Line,Tufts Medical Center,4789.0,348.0,246.0,450.0,224.0,401.0,784.0,3802.0,678.0,348.0,302.0,460.0,421.0,5021.0,1124.0,152.0,77.0,416.0,566.0,0.0,3715.0,740.0,336.0,0.0,289.0,0.0,699.0,137.0,65.0,4467.0,11.0,0.0,28.0,39.0,309.0,1848.0,0.0,0.0,112.0,3125.0,3148.0,413.0,562.0,267.0,679.0,513.0,516.0,133.0,1399.0,21.0,192.0,1901.0,2682.0,1474.0,345.0,422.0,1771.0,1016.0,1938.0,1329.0,32.0,32.0,400.0,5186.0,1171.0,421.0,446.0,390.0,829.0,576.0,640.0,991.0,686.0,759.0,1013.0,417.0,1666.0,3653.0,346.0,21.0,995.0,637.0,32.0,3870.0,552.0,384.0,414.0,710.0,5189.0,369.0,411.0,2286.0,3445.0,375.0,70.0,305.0,2440.0,1027.0,1980.0,580.0,422.0,1972.0,4349.0,11.0,60.0,421.0,6082.0,250.0,42.0,0.0,11.0,422.0
Rail Rapid Transit,Orange Line,Wellington,4737.0,381.0,569.0,667.0,494.0,485.0,775.0,4023.0,825.0,544.0,448.0,609.0,510.0,5145.0,1637.0,413.0,46.0,510.0,633.0,0.0,4429.0,82.0,372.0,0.0,155.0,0.0,1300.0,182.0,108.0,1137.0,1122.0,195.0,260.0,341.0,213.0,4211.0,0.0,0.0,305.0,3803.0,3315.0,499.0,392.0,84.0,875.0,819.0,592.0,111.0,1629.0,27.0,253.0,1795.0,3099.0,1862.0,421.0,507.0,1640.0,1369.0,2052.0,1619.0,46.0,19.0,478.0,5551.0,1610.0,507.0,400.0,599.0,802.0,802.0,858.0,1168.0,630.0,408.0,1393.0,500.0,1801.0,3865.0,403.0,101.0,628.0,1003.0,46.0,4372.0,641.0,634.0,499.0,1070.0,5325.0,434.0,485.0,2613.0,3752.0,449.0,82.0,415.0,2975.0,1037.0,2261.0,444.0,509.0,2565.0,4295.0,0.0,220.0,504.0,6653.0,346.0,96.0,36.0,29.0,507.0
Rail Rapid Transit,Red Line,Alewife,9284.0,311.0,570.0,936.0,733.0,1247.0,464.0,7054.0,1895.0,1008.0,615.0,1075.0,1277.0,8807.0,2959.0,273.0,116.0,1283.0,618.0,0.0,7913.0,269.0,933.0,0.0,285.0,0.0,2460.0,206.0,310.0,3560.0,1355.0,287.0,401.0,438.0,641.0,6262.0,0.0,0.0,658.0,6537.0,5390.0,1258.0,787.0,1298.0,2191.0,1268.0,694.0,217.0,2959.0,30.0,680.0,2536.0,4859.0,3722.0,907.0,1267.0,2374.0,1864.0,4385.0,2801.0,63.0,88.0,1221.0,10613.0,1418.0,1267.0,360.0,425.0,611.0,587.0,931.0,1802.0,1970.0,2862.0,2359.0,1255.0,1395.0,8150.0,999.0,63.0,1319.0,554.0,28.0,8906.0,409.0,877.0,1261.0,605.0,10209.0,824.0,1228.0,2499.0,8187.0,1126.0,118.0,284.0,4179.0,2402.0,4165.0,914.0,1272.0,5662.0,6114.0,22.0,222.0,1267.0,11828.0,154.0,40.0,7.0,53.0,1274.0
Rail Rapid Transit,Red Line,Andrew,4574.0,237.0,154.0,528.0,243.0,305.0,589.0,4029.0,479.0,380.0,253.0,203.0,316.0,4563.0,891.0,428.0,83.0,318.0,518.0,0.0,3751.0,293.0,241.0,0.0,77.0,0.0,765.0,49.0,49.0,2816.0,66.0,22.0,77.0,65.0,168.0,3041.0,0.0,0.0,156.0,3257.0,2555.0,310.0,733.0,308.0,651.0,668.0,594.0,122.0,1598.0,33.0,170.0,2146.0,2376.0,1037.0,358.0,315.0,2042.0,1114.0,1462.0,996.0,0.0,0.0,299.0,4534.0,1361.0,314.0,242.0,357.0,649.0,659.0,778.0,833.0,804.0,606.0,1016.0,316.0,1248.0,3681.0,264.0,55.0,447.0,1135.0,0.0,3447.0,397.0,436.0,311.0,485.0,4846.0,320.0,302.0,2023.0,3198.0,279.0,61.0,186.0,2745.0,1043.0,1567.0,353.0,317.0,2053.0,3664.0,16.0,155.0,314.0,5718.0,160.0,55.0,16.0,44.0,319.0
Rail Rapid Transit,Red Line,Ashmont,5385.0,521.0,252.0,1228.0,400.0,563.0,930.0,4287.0,1380.0,700.0,547.0,609.0,611.0,5883.0,1578.0,824.0,151.0,609.0,1029.0,0.0,4621.0,233.0,449.0,0.0,305.0,0.0,1255.0,17.0,102.0,2330.0,149.0,9.0,239.0,263.0,217.0,3378.0,2373.0,0.0,411.0,4612.0,3772.0,603.0,717.0,258.0,855.0,859.0,775.0,400.0,2259.0,26.0,302.0,2795.0,3185.0,1484.0,665.0,596.0,2517.0,1757.0,1923.0,1257.0,37.0,34.0,552.0,5557.0,2842.0,608.0,739.0,1087.0,1346.0,618.0,747.0,842.0,844.0,685.0,1359.0,599.0,3171.0,3736.0,490.0,88.0,459.0,2845.0,17.0,3888.0,786.0,467.0,603.0,820.0,6395.0,588.0,568.0,4009.0,3342.0,535.0,222.0,609.0,2343.0,1232.0,3279.0,723.0,609.0,2788.0,5254.0,0.0,258.0,603.0,7911.0,312.0,123.0,37.0,43.0,611.0
Rail Rapid Transit,Red Line,Braintree,3429.0,206.0,149.0,330.0,306.0,373.0,313.0,2738.0,893.0,255.0,186.0,195.0,392.0,3582.0,825.0,166.0,59.0,396.0,252.0,0.0,3218.0,111.0,324.0,0.0,21.0,0.0,730.0,74.0,60.0,715.0,1593.0,233.0,1007.0,158.0,322.0,826.0,0.0,104.0,81.0,2242.0,2295.0,386.0,260.0,82.0,890.0,639.0,232.0,156.0,847.0,0.0,167.0,547.0,1366.0,1879.0,758.0,391.0,533.0,645.0,1676.0,1261.0,88.0,104.0,370.0,3915.0,657.0,394.0,216.0,140.0,418.0,301.0,509.0,663.0,484.0,650.0,1161.0,387.0,775.0,2608.0,290.0,52.0,353.0,564.0,38.0,3131.0,201.0,408.0,389.0,238.0,3638.0,407.0,370.0,1116.0,2849.0,342.0,14.0,249.0,1507.0,610.0,1970.0,199.0,391.0,1569.0,2855.0,7.0,118.0,391.0,4491.0,52.0,0.0,0.0,45.0,393.0
